fund,property_code,property,property_name_clean,suite,lease_start,lease_end,lease_term_months,remaining_term_months,security_deposit,market,data_quality_flag,lease,lease_type,term,tenancy,monthly,monthly_.1,annual,annual_.1,annual_.2,annual_.3,loc_amount_,fund_derived
FUND 3,3tx00023,14281-14289 Welch Road (3tx00023),14281-14289 Welch Road,14289,2025-06-02,2028-03-31,33.9,31.7,0.0,34608.0,,"** Varispark, LP (t0001622)",Industrial Net,34.0,0.08,19122.72,0.55,229472.64,6.63,2.28,0,0,Fund 3
Other,iga001,4600-4680 Lewis Road (iga001),4600-4680 Lewis Road,"4600,  4640,  4680,  PARK",2024-05-03,2036-12-31,151.9,136.7,,220380.0,,"New WinCup Holdings, Inc. (t0001210)",Industrial Net,152.0,1.17,100019.39,0.45,1200232.68,5.45,2.31,0,0,Other
Other,iga001,4600-4680 Lewis Road (iga001),4600-4680 Lewis Road,4616PARK,,,,,,0.0,,VACANT,,,,,,,,,,,Other
Other,iga005,1695 Marietta Blvd NW (iga005),1695 Marietta Blvd NW,1,2024-08-20,2034-08-31,120.3,108.7,,52437.0,,"Atlanta Ballet, Incorporated (t0001303)",Industrial Net,121.0,0.92,48755.23,0.93,585062.76,11.16,0.67,0,0,Other
Other,iga006,200 Cook St (iga006),200 Cook St,100,2025-03-04,2035-12-31,129.9,124.7,,152387.0,,"Branford Filtration, LLC (t0001441)",Industrial Net,130.0,0.33,66669.31,0.44,800031.72,5.25,0.81,0,0,Other
Other,iil001,5350 70th Place (iil001),5350 70th Place,100,2025-04-29,2032-04-30,84.0,80.7,,206548.0,,North American Warehousing Company (t0001522),Industrial Net,85.0,0.25,106888.59,0.52,1282663.08,6.21,2.25,0,0,Other
Other,inc001,1620-1640 Federal Ave (inc001),1620-1640 Federal Ave,"1620,  1640",2024-04-19,2034-04-30,120.3,104.6,,167290.0,,"Beverly Knits, Inc. (t0001231)",Industrial Net,121.0,1.25,61743.95,0.37,740927.4,4.43,0.8,0,0,Other
Other,inj001,100 Lehigh Drive (inj001),100 Lehigh Drive,100,2024-09-03,2032-09-02,96.0,84.8,0.0,34973.0,,"Windmill Health Products, LLC (t0001328)",Industrial Net,96.0,0.83,48066.67,1.37,576800.04,16.49,4.5,0,0,Other
Other,inj002,4315 New Brunswick Ave (inj002),4315 New Brunswick Ave,100,2024-12-16,2035-03-31,123.4,115.6,,27000.0,,"Zina’s Salads, Inc. (t0001392)",Modified Gross,124.0,0.58,27315,1.01,327780,12.14,2.07,0,0,Other
Other,inj003,370 Chestnut Street (inj003),370 Chestnut Street,100,2025-04-25,2033-04-30,96.2,92.6,0.0,38480.0,,** Intarome Fragrance Corp. (t0001513),Industrial Net,97.0,0.25,49703.33,1.29,596439.96,15.5,2.77,0,0,Other
Other,iny001,105 E Jefryn Blvd (iny001),105 E Jefryn Blvd,100,2024-05-30,2044-05-31,240.0,225.7,,40000.0,,Jefryn Park Realty LLC (t0001239),Industrial Net,241.0,1.17,49783.33,1.24,597399.96,14.93,2.83,0,0,Other
Other,iny002,1800 Arctic Avenue (iny002),1800 Arctic Avenue,100,2024-09-25,2034-09-24,119.9,109.5,,30533.0,,"Glenn Wayne Baking, LLC (t0001346)",Industrial Net,120.0,0.83,43891.19,1.44,526694.28,17.25,3.08,0,0,Other
Other,ioh001,2042 Camaro Ave (ioh001),2042 Camaro Ave,2042,2025-03-07,2035-04-30,121.7,116.6,,28717.0,,"Sabbow and Co., Inc. (t0001456)",Industrial Net,122.0,0.33,16751.58,0.58,201018.96,7,1.47,0,0,Other
Unknown,,,,,,,,,,,missing_property; ,,,, Years , Rent , Rent/Area , Rent , Rent/Area , Rec./Area , Misc/Area , Bank Guarantee ,Unknown
Unknown,,,,,,,,,,,missing_property; ,,,,,,,,,,,,Unknown
