Lease Code,Customer Code,Customer Name,Tenant Name,Property Code,Property Address,State,Fund,Market,hMy,hCode,sCode,sName,DATE_HEADING,DATE_CREDITCHECK,CREDIT_SCORE,CREDIT_RATING,CREDIT_ATTACHMENT,CREDIT_NOTES,COMPANY_INFO,COMPANY_NAME,COMPANY_LOCATION,COMPANY_WEBSITE,COMPANY_YEARFOUNDED,COMPANY_DESCRIPTION,COMPANY_OWNERSHIP,COMPANY_INDUSTRY,COMPANY_GROUP,HEADERFINANACIALS,COMPANY_REVENUES,GROSS_PROFIT,COMPANY_EBIT,COMPANY_EBITDA,COMPANY_TOTAL_ASSETS,COMPANY_TOTAL_DEBT,ORIGINAL_CUSTOMER,ORIGINAL_SCODE,SLB Flag,Lease Status
t0001146,c0000900    ,Multi-Color Corporation,Multi-Color Corporation,3oh00004,4000-4024 Precision Dr ,OH,FUND 3 (FRG XI)                                                                 ,Cincinnati,119,44524,!00001,,,10/2/2023 0:00,,6.2,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EZRBbR7sra5Bjc6flBuDLwkBvncX0wf35biKJowrtwWvuw?e=ECba8o,0,,"Multi-Color Corporation (""MCC"")",Cincinnati OH,https://www.mcclabel.com/en,1916,Provides global label solutions to a a number of the world?s most prominent brands including leading producers of Beverage/Wine & Spirits/Food & Dairy/Personal Care & Beauty/Home Care & Laundry/Healthcare/Durables & Technical and Automotive & Chemicals.,Private (PE),Commercial Printing,Media and entertainment,,1725554000,3.72,3,66281000,24577643.37,24380000,,,,Current
t0001193,c0000950    ,Aalberts Surface Treatment Corp.,Aalberts Surface Treatment Corp.,3md00006,2915 Wilmarco Ave,MD,FUND 3 (FRG XI)                                                                 ,Baltimore,143,52029,!00001,,,1/24/2024 0:00,,6,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EY6MzqRzZhZBm7iPBUj1-0EBKP9_u3HNYWt-WQKNx9HBGQ?e=1ubdm3,,,Aalberts Surface Treatment Corp.,Utrecht,https://aalberts.com/,1975,Develops and manufactures advanced industrial products.,Public,Industrial Machinery and Supplies and Components,Capital goods,,3230000000,2016000000,390600000,578700000,4210700000,872800000,0,,,Current
t0001205,c0000922    ,"Monk Holdings, LLC","Monk Holdings, LLC",3tx00014,10755 Sanden Drive,TX,FUND 3 (FRG XI)                                                                 ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001207,c0000923    ,"Pro-Craft General Contractors, Inc.","Pro-Craft General Contractors, Inc.",3tx00014,10755 Sanden Drive,TX,FUND 3 (FRG XI)                                                                 ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001225,c0000921    ,"Dallas Piano Tuners, LLC","Dallas Piano Tuners, LLC",3tx00014,10755 Sanden Drive,TX,FUND 3 (FRG XI)                                                                 ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001210,c0000936    ,"New WinCup Holdings, Inc.","New WinCup Holdings, Inc.",iga001  ,4600-4680 Lewis Road,GA,ISLB                                                                            ,Atlanta,139,51965,!00001,,,1/29/2024 0:00,,6.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/Ef7LDlTF8WNAtEzr6MaWIBAB73N0dVrJI2e5k5CfgBpFOA?e=KCWJAZ,,,"New WinCup Holdings, Inc.","Stone Mountain, GA",https://wincup.com/,1962,Manufactures and distributes plastics and foam products.,Private (PE),Paper and Plastic Packaging Products and Materials,Containers and packaging,,261808000,49710000,21782000,28959000,167860000,51526000,0,,,Current
t0001206,c0000925    ,"Bobby Levy Construction, Inc.","Bobby Levy Construction, Inc.",3tx00015,1800-20 N Glenville Drive,TX,FUND 3 (FRG XI)                                                                 ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001208,c0000927    ,"Classic Agrimed, LLC","Classic Agrimed, LLC",3tx00015,1800-20 N Glenville Drive,TX,FUND 3 (FRG XI)                                                                 ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001209,c0000928    ,"CP Strategies, Inc.","CP Strategies, Inc.",3tx00015,1800-20 N Glenville Drive,TX,FUND 3 (FRG XI)                                                                 ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001211,c0000924    ,"Best Buy Windows & Siding, LLC","Best Buy Windows & Siding, LLC",3tx00015,1800-20 N Glenville Drive,TX,FUND 3 (FRG XI)                                                                 ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001212,c0000929    ,"Jerry Sharp & Holmaleski Holdings, LLC","Jerry Sharp & Holmaleski Holdings, LLC",3tx00015,1800-20 N Glenville Drive,TX,FUND 3 (FRG XI)                                                                 ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001213,c0000931    ,"Polatomic, Inc.","Polatomic, Inc.",3tx00015,1800-20 N Glenville Drive,TX,FUND 3 (FRG XI)                                                                 ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001217,c0000926    ,"Centurylink Communications, LLC","Centurylink Communications, LLC",3tx00015,1800-20 N Glenville Drive,TX,FUND 3 (FRG XI)                                                                 ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001218,c0000935    ,"Vercet, LLC","Vercet, LLC",3tx00015,1800-20 N Glenville Drive,TX,FUND 3 (FRG XI)                                                                 ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001214,c0000932    ,"Rahima, LLC","Rahima, LLC",3tx00015,1800-20 N Glenville Drive,TX,FUND 3 (FRG XI)                                                                 ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001215,c0000930    ,L2P Solutions,L2P Solutions,3tx00015,1800-20 N Glenville Drive,TX,FUND 3 (FRG XI)                                                                 ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001216,c0000933    ,"TGM, Incorporated","TGM, Incorporated",3tx00015,1800-20 N Glenville Drive,TX,FUND 3 (FRG XI)                                                                 ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001204,c0000934    ,"Tri-State Car Wash Supplies, LLC","Tri-State Car Wash Supplies, LLC",3tx00015,1800-20 N Glenville Drive,TX,FUND 3 (FRG XI)                                                                 ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001239,c0000953    ,Jefryn Park Realty LLC,Jefryn Park Realty LLC,iny001  ,105 E Jefryn Blvd,NY,ISLB                                                                            ,Long Island,151,52043,!00001,,,4/10/2024 0:00,,6.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EZ9cIj7SUf1GltCy2SASDboBsW4fKwSBCQLHaq1Zzkm2hQ?e=LXxw4i,,,Jefryn Park Realty LLC,"New York, NY",https://www.nanz.com/,1989,Manufactures custom luxury hardware for homes.,Private (Non-PE),Building Products,Building Materials,,20861842,0,0,4201329,0,0,0,,Yes,Current
t0001231,c0000937    ,"Beverly Knits, Inc.","Beverly Knits, Inc.",inc001  ,1620-1640 Federal Ave,NC,ISLB                                                                            ,"Charlotte, NC",140,51969,!00001,,,2/23/2024 0:00,,5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ESBa2oJG2bBJur92omk7mLsBwGMwWNkyuEg5hxz3oNN3Mg?e=jMo8sx,,,"Beverly Knits, Inc.","Gastonia, NC",https://www.beverlyknits.com/,1980,Specializes in innovative textile manufacturing and design.,Private (Non-PE),Textiles,Consumer durables,,56050000,7409988,1784478,3479478,41162706.81,19149507,0,,Yes,Current
t0001227,c0000939    ,"Zeus Scientific, Inc.","Zeus Scientific, Inc.",3nj00020,200-204 Evans Way,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001228,c0000938    ,Allmetal Inc.,Allmetal Inc.,3nj00020,200-204 Evans Way,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001234,c0000957    ,Unifoil Corporation,Unifoil Corporation,3nj00021,12 Daniel Road,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,145,52110,!00001,,,5/1/2024 0:00,,5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EaruwNCRq_JOo7taUIJh9RwBvW3PAmGuZnzbx63fFqZ0SA?e=Pzt6vB,,,Unifoil Corporation,"Fairfield, NJ",https://unifoil.com/,1980,Creates recyclable packaging for consumer goods industries.,Private (Non-PE),Paper and Plastic Packaging Products and Materials,Containers And Packaging,,30216998,4739798,1768609,2813466,22954850,6709291,0,,,Current
t0001235,c0000956    ,New York SMSA Limited Partnership,New York SMSA Limited Partnership,3nj00021,12 Daniel Road,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001376,c0001041    ,Thieme Gmbh & Co. KG,Thieme Gmbh & Co. KG,3il00010,3605 Swenson Ave,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future
t0001377,c0001040    ,"Lighting Innovations, Inc.","Lighting Innovations, Inc.",3il00010,3605 Swenson Ave,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future
t0001374,c0001039    ,Hazloc Industries LLC,Hazloc Industries LLC,3il00010,3605 Swenson Ave,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future
t0001375,c0001037    ,"Servex, Inc.","Servex, Inc.",3il00011,1670 Frontenac Road,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future
t0001373,c0001038    ,"Ask Products, Inc.","Ask Products, Inc.",3il00012,1674 Frontenac Rd,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future
t0001378,c0001043    ,"Prime Realty Holdings, LLC","Prime Realty Holdings, LLC",3nj00025,17 Farinella Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001379,c0001042    ,"Novartis Services, Inc.","Novartis Services, Inc.",3nj00025,17 Farinella Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001380,c0001042    ,"Novartis Services, Inc.","Novartis Services, Inc.",3nj00025,17 Farinella Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future
t0001384,c0000069    ,Acousti Engineering Company of Florida,Acousti Engineering Company of Florida,xfl00020,6704 N 54th St,FL,FRG X                                                                           ,Tampa,14,26927,!00001,,,9/30/2021 0:00,,8.5,0,Old credit score method. Score migrated from monday.com Contract board,,Acousti Engineering Company of Florida,,,,,,,,,,,,,,,,,,Current
t0001385,c0001044    ,"Atlantic Tape Company, Inc.","Atlantic Tape Company, Inc.",xfl00020,6704 N 54th St,FL,FRG X                                                                           ,Tampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001381,c0001045    ,Don’s Automotive Supply LLC,Don’s Automotive Supply LLC,xfl00020,6704 N 54th St,FL,FRG X                                                                           ,Tampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001382,c0001046    ,Roboreco Inc.,Roboreco Inc.,xfl00020,6704 N 54th St,FL,FRG X                                                                           ,Tampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001383,c0001047    ,"Warehousing Etc, Inc.","Warehousing Etc, Inc.",xfl00020,6704 N 54th St,FL,FRG X                                                                           ,Tampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001327,c0001017    ,"Mirkovich & Associates, Inc.","Mirkovich & Associates, Inc.",3il00008,1060 N Garfield,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001320,c0001009    ,"A-To-Be USA, LLC","A-To-Be USA, LLC",3il00008,1060 N Garfield,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001321,c0001010    ,"MP Hollywood, LLC","MP Hollywood, LLC",3il00008,1060 N Garfield,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future
t0001322,c0001013    ,"Diagnostic Support Services, Inc.","Diagnostic Support Services, Inc.",3il00008,1060 N Garfield,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001323,c0001014    ,"Key Interior Designs, LLC","Key Interior Designs, LLC",3il00008,1060 N Garfield,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001324,c0001012    ,"AVT Sealing Solutions, Inc.","AVT Sealing Solutions, Inc.",3il00008,1060 N Garfield,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001325,c0001013    ,"Diagnostic Support Services, Inc.","Diagnostic Support Services, Inc.",3il00008,1060 N Garfield,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001328,c0001008    ,"Windmill Health Products, LLC","Windmill Health Products, LLC",inj001  ,100 Lehigh Drive,NJ,ISLB                                                                            ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0001330,c0001018    ,"Currey & Company, Inc.","Currey & Company, Inc. ",3ga00009,48-50 Best Friend Road,GA,FUND 3 (FRG XI)                                                                 ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001329,c0001011    ,"MWD Logistics, Inc.","MWD Logistics, Inc.",3ga00008,1056 Personal Place,GA,FUND 3 (FRG XI)                                                                 ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001343,c0001020    ,"DCO Distribution, Inc.","DCO Distribution, Inc.",3ga00010,3285 Saturn Ct,GA,FUND 3 (FRG XI)                                                                 ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0001337,c0001016    ,"Country Life, LLC","Country Life, LLC",3ny00003,180 Motor Parkway,NY,FUND 3 (FRG XI)                                                                 ,Long Island,153,57631,!00001,,,5/21/2024 0:00,,4.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EfEvXK3aIH1Hi0_pN8HCtBcBH5IOnMpGfa9shTY11C0Cxg?e=neccu8,,,"Country Life, LLC","Hauppauge, NY",https://www.countrylifevitamins.com/,1971,"Provides high-quality, natural health and wellness products.",Private (PE),Personal Care Products,Branded Nondurables,,72169220,0,0,-138276,0,0,0,,,Current
t0001346,c0001022    ,"Glenn Wayne Baking, LLC","Glenn Wayne Baking, LLC",iny002  ,1800 Arctic Avenue,NY,ISLB                                                                            ,Long Island,165,57760,!00001,,,8/17/2024 0:00,,5.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EYNjXozcHJ1FlT2pqZIMk5MB_ZPL2xfyGywXjtQlujt1cA?e=NRoHWu,,,"Glenn Wayne Baking, LLC","Bohemia, NY",https://glennwayne.com,1990,Family-owned bakery specializing in high-quality baked goods.,Private (PE),Packaged Foods and Meats,Branded Nondurables,,22275000,7304000,0,955000,0,0,0,,Yes,Current
t0001342,c0001019    ,"Railway Products Group, Inc.","Railway Products Group, Inc.",3md00007,1200 Bernard Drive,MD,FUND 3 (FRG XI)                                                                 ,Baltimore,158,57664,!00001,,,7/29/2024 0:00,,3.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EQ_KwhuJDsRArZlah6aaV-EBhsvjwfpdZxDKMawhCojuIA?e=ABNUWF,,,"Railway Products Group, Inc.","Baltimore, MD",https://www.railwayproductsgroup.com/,2021,"Railway engineering, manufacturing, and consulting services.",Private (Non-PE),Construction and Engineering,Engineering And Construction,,6542760,1486628,0,710248,0,0,0,,,Current
t0001350,c0001028    ,"SRS Distribution, Inc.","SRS Distribution, Inc.",3ga00011,1400 Beaver Ruin Rd,GA,FUND 3 (FRG XI)                                                                 ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001348,c0001023    ,"VoidForm Products, LLC","VoidForm Products, LLC",3tx00017,2901 S. Cravens Rd.,TX,FUND 3 (FRG XI)                                                                 ,Dallas,169,57763,!00001,,,8/27/2024 0:00,,6.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/Ed5VY23IPmZJkWBVcj2MJ00BQvooHz6uu30MX42reV8njQ?e=wsUIJH,,,"VoidForm Products, LLC","Englewood, CO",https://voidform.com,1980,Manufactures void systems for soil-expansion mitigation.,Private (PE),Building Products,Building Materials,,57073850,29268958,0,12175461,0,0,0,,,Current
t0001347,c0001023    ,"VoidForm Products, LLC","VoidForm Products, LLC",3tx00018,6151 Cowley Road,TX,FUND 3 (FRG XI)                                                                 ,Dallas,169,57763,!00001,,,8/27/2024 0:00,,6.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/Ed5VY23IPmZJkWBVcj2MJ00BQvooHz6uu30MX42reV8njQ?e=wsUIJH,,,"VoidForm Products, LLC","Englewood, CO",https://voidform.com,1980,Manufactures void systems for soil-expansion mitigation.,Private (PE),Building Products,Building Materials,,57073850,29268958,0,12175461,0,0,0,,,Current
t0001349,c0001023    ,"VoidForm Products, LLC","VoidForm Products, LLC",3tx00019,2833 S Cravens Road,TX,FUND 3 (FRG XI)                                                                 ,Dallas,169,57763,!00001,,,8/27/2024 0:00,,6.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/Ed5VY23IPmZJkWBVcj2MJ00BQvooHz6uu30MX42reV8njQ?e=wsUIJH,,,"VoidForm Products, LLC","Englewood, CO",https://voidform.com,1980,Manufactures void systems for soil-expansion mitigation.,Private (PE),Building Products,Building Materials,,57073850,29268958,0,12175461,0,0,0,,,Current
t0001351,c0001024    ,Ken Color Laboratories,Ken Color Laboratories,3nj00024,15 Gloria Lane,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future
t0001353,c0001026    ,Entrade LLC,Entrade LLC,3nj00024,15 Gloria Lane,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future
t0001354,c0001025    ,DU Technologies Inc.,DU Technologies Inc.,3nj00024,15 Gloria Lane,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future
t0001387,c0001042    ,"Novartis Services, Inc.","Novartis Services, Inc.",3nj00026,23 Farinella Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future
